"자전거번호","등록일시","고장구분","등록날짜","자전거","년도","일자"
"SPB-17354","2019-10-01 22:35","타이어 ","2019-10-01",17354,2019,639
"SPB-17354","2019-10-16 14:34","타이어 ","2019-10-16",17354,2019,654
"SPB-17354","2019-11-09 14:15","페달","2019-11-09",17354,2019,678
"SPB-17364","2019-06-20 16:02","타이어 ","2019-06-20",17364,2019,536
"SPB-17364","2019-08-30 17:52","타이어 ","2019-08-30",17364,2019,607
"SPB-17379","2019-06-27 8:20","안장","2019-06-27",17379,2019,543
"SPB-17379","2019-06-28 17:58","체인","2019-06-28",17379,2019,544
"SPB-17389","2019-06-11 22:59","페달","2019-06-11",17389,2019,527
"SPB-17429","2019-10-28 8:41","단말기","2019-10-28",17429,2019,666
"SPB-17429","2019-12-17 19:11","단말기","2019-12-17",17429,2019,716
"SPB-17445","2019-08-15 21:32","타이어 ","2019-08-15",17445,2019,592
"SPB-17445","2019-11-14 8:22","타이어 ","2019-11-14",17445,2019,683
"SPB-17451","2019-06-17 16:50","타이어 ","2019-06-17",17451,2019,533
"SPB-17451","2019-07-07 19:39","타이어 ","2019-07-07",17451,2019,553
"SPB-17468","2019-05-14 21:23","체인","2019-05-14",17468,2019,499
"SPB-17468","2019-09-15 23:12","기타 ","2019-09-15",17468,2019,623
"SPB-17474","2019-08-26 1:29","체인","2019-08-26",17474,2019,603
"SPB-17474","2019-09-30 19:07","체인","2019-09-30",17474,2019,638
"SPB-17619","2019-09-01 12:57","기타 ","2019-09-01",17619,2019,609
"SPB-17619","2019-09-15 23:57","페달","2019-09-15",17619,2019,623
"SPB-17630","2019-05-13 16:54","기타 ","2019-05-13",17630,2019,498
"SPB-17652","2019-08-19 20:27","체인","2019-08-19",17652,2019,596
"SPB-17652","2019-08-27 7:58","체인","2019-08-27",17652,2019,604
"SPB-17652","2019-10-14 21:29","타이어 ","2019-10-14",17652,2019,652
"SPB-17721","2019-05-10 4:08","체인","2019-05-10",17721,2019,495
"SPB-17721","2019-09-26 21:39","체인","2019-09-26",17721,2019,634
"SPB-17746","2019-09-21 8:05","체인","2019-09-21",17746,2019,629
"SPB-17746","2019-09-28 17:55","안장","2019-09-28",17746,2019,636
"SPB-17789","2019-07-12 23:21","기타 ","2019-07-12",17789,2019,558
"SPB-17789","2019-07-14 20:41","기타 ","2019-07-14",17789,2019,560
"SPB-17800","2019-08-01 23:17","단말기","2019-08-01",17800,2019,578
"SPB-17800","2019-08-04 22:16","단말기","2019-08-04",17800,2019,581
"SPB-17802","2019-08-20 17:53","페달","2019-08-20",17802,2019,597
"SPB-17802","2019-08-25 12:47","안장","2019-08-25",17802,2019,602
"SPB-17808","2019-08-14 10:08","타이어 ","2019-08-14",17808,2019,591
"SPB-17808","2019-09-01 18:40","타이어 ","2019-09-01",17808,2019,609
"SPB-17810","2019-06-01 2:53","기타 ","2019-06-01",17810,2019,517
"SPB-17810","2019-09-11 21:02","타이어 ","2019-09-11",17810,2019,619
"SPB-17821","2019-07-23 3:15","타이어 ","2019-07-23",17821,2019,569
"SPB-17828","2019-07-20 13:06","안장","2019-07-20",17828,2019,566
"SPB-17828","2019-12-26 13:24","타이어 ","2019-12-26",17828,2019,725
"SPB-17834","2019-06-15 0:20","단말기","2019-06-15",17834,2019,531
"SPB-17834","2019-06-17 10:41","안장","2019-06-17",17834,2019,533
"SPB-17834","2019-12-11 18:45","안장","2019-12-11",17834,2019,710
"SPB-17853","2019-02-02 16:38","체인","2019-02-02",17853,2019,398
"SPB-17853","2019-09-18 8:40","기타 ","2019-09-18",17853,2019,626
"SPB-17854","2019-07-02 17:03","체인","2019-07-02",17854,2019,548
"SPB-17854","2019-10-13 17:49","페달","2019-10-13",17854,2019,651
"SPB-17883","2019-10-23 21:56","페달","2019-10-23",17883,2019,661
"SPB-17893","2019-06-01 2:39","체인","2019-06-01",17893,2019,517
"SPB-17893","2019-06-02 16:36","체인","2019-06-02",17893,2019,518
"SPB-17893","2019-08-14 12:03","페달","2019-08-14",17893,2019,591
"SPB-17904","2019-06-05 8:34","체인","2019-06-05",17904,2019,521
"SPB-17904","2019-06-14 18:35","타이어 ","2019-06-14",17904,2019,530
"SPB-17904","2019-09-26 18:33","기타 ","2019-09-26",17904,2019,634
"SPB-17912","2019-06-25 13:17","체인","2019-06-25",17912,2019,541
"SPB-17912","2019-06-27 7:45","체인","2019-06-27",17912,2019,543
"SPB-17912","2019-07-01 22:18","페달","2019-07-01",17912,2019,547
"SPB-17936","2019-08-05 21:52","타이어 ","2019-08-05",17936,2019,582
"SPB-17936","2019-09-17 18:56","기타 ","2019-09-17",17936,2019,625
"SPB-17944","2019-08-22 22:09","타이어 ","2019-08-22",17944,2019,599
"SPB-17948","2019-08-28 6:47","기타 ","2019-08-28",17948,2019,605
"SPB-17948","2019-10-11 13:39","기타 ","2019-10-11",17948,2019,649
"SPB-17950","2019-08-20 8:04","타이어 ","2019-08-20",17950,2019,597
"SPB-17950","2019-09-25 20:03","체인","2019-09-25",17950,2019,633
"SPB-17957","2019-04-20 1:21","단말기","2019-04-20",17957,2019,475
"SPB-17957","2019-09-11 19:45","기타 ","2019-09-11",17957,2019,619
"SPB-18033","2019-07-09 19:17","타이어 ","2019-07-09",18033,2019,555
"SPB-18033","2019-08-01 9:44","타이어 ","2019-08-01",18033,2019,578
"SPB-18045","2019-07-23 23:01","타이어 ","2019-07-23",18045,2019,569
"SPB-18045","2019-08-01 7:46","체인","2019-08-01",18045,2019,578
"SPB-18045","2019-09-21 10:27","체인","2019-09-21",18045,2019,629
"SPB-18045","2019-10-13 13:57","기타 ","2019-10-13",18045,2019,651
"SPB-18056","2019-06-15 13:27","안장","2019-06-15",18056,2019,531
"SPB-18056","2019-07-01 21:47","체인","2019-07-01",18056,2019,547
"SPB-18092","2019-05-05 18:57","안장","2019-05-05",18092,2019,490
"SPB-18116","2019-08-08 13:52","체인","2019-08-08",18116,2019,585
"SPB-18116","2019-08-26 19:16","체인","2019-08-26",18116,2019,603
"SPB-18116","2019-09-25 21:54","체인","2019-09-25",18116,2019,633
"SPB-18116","2019-10-04 23:05","체인","2019-10-04",18116,2019,642
"SPB-18151","2019-09-12 15:28","타이어 ","2019-09-12",18151,2019,620
"SPB-18166","2019-09-26 22:07","체인","2019-09-26",18166,2019,634
"SPB-18166","2019-12-02 10:03","페달","2019-12-02",18166,2019,701
"SPB-18177","2019-10-30 17:56","기타 ","2019-10-30",18177,2019,668
"SPB-18177","2019-11-16 14:53","체인","2019-11-16",18177,2019,685
"SPB-18186","2019-09-27 10:17","단말기","2019-09-27",18186,2019,635
"SPB-18186","2019-10-28 7:36","단말기","2019-10-28",18186,2019,666
"SPB-18187","2019-09-02 16:22","기타 ","2019-09-02",18187,2019,610
"SPB-18187","2019-11-12 20:13","안장","2019-11-12",18187,2019,681
"SPB-18190","2019-04-22 19:43","타이어 ","2019-04-22",18190,2019,477
"SPB-18190","2019-11-11 16:36","타이어 ","2019-11-11",18190,2019,680
"SPB-18217","2019-08-01 23:06","기타 ","2019-08-01",18217,2019,578
"SPB-18217","2019-08-07 21:54","타이어 ","2019-08-07",18217,2019,584
"SPB-18234","2019-06-28 17:42","타이어 ","2019-06-28",18234,2019,544
"SPB-18234","2019-07-05 10:52","타이어 ","2019-07-05",18234,2019,551
"SPB-18255","2019-10-10 23:51","단말기","2019-10-10",18255,2019,648
"SPB-18255","2019-10-13 12:55","타이어 ","2019-10-13",18255,2019,651
"SPB-18276","2019-06-09 13:34","체인","2019-06-09",18276,2019,525
"SPB-18276","2019-07-15 21:35","페달","2019-07-15",18276,2019,561
"SPB-18283","2019-08-03 3:33","기타 ","2019-08-03",18283,2019,580
"SPB-18283","2019-08-08 9:14","페달","2019-08-08",18283,2019,585
"SPB-18283","2019-08-10 11:02","체인","2019-08-10",18283,2019,587
"SPB-18339","2019-04-23 0:32","안장","2019-04-23",18339,2019,478
"SPB-18339","2019-08-25 23:39","체인","2019-08-25",18339,2019,602
"SPB-18339","2019-08-28 19:47","페달","2019-08-28",18339,2019,605
"SPB-18346","2019-10-11 5:02","체인","2019-10-11",18346,2019,649
"SPB-18385","2019-08-31 20:59","체인","2019-08-31",18385,2019,608
"SPB-18385","2019-10-25 19:58","체인","2019-10-25",18385,2019,663
"SPB-18412","2019-08-20 14:38","타이어 ","2019-08-20",18412,2019,597
"SPB-18412","2019-08-21 7:45","타이어 ","2019-08-21",18412,2019,598
"SPB-18416","2019-09-23 18:55","페달","2019-09-23",18416,2019,631
"SPB-18416","2019-10-21 18:16","페달","2019-10-21",18416,2019,659
"SPB-18435","2019-08-03 15:39","단말기","2019-08-03",18435,2019,580
"SPB-18435","2019-09-11 14:57","타이어 ","2019-09-11",18435,2019,619
"SPB-18450","2019-07-22 19:15","타이어 ","2019-07-22",18450,2019,568
"SPB-18450","2019-09-26 20:53","단말기","2019-09-26",18450,2019,634
"SPB-18464","2019-08-30 18:55","타이어 ","2019-08-30",18464,2019,607
"SPB-18464","2019-09-01 17:49","안장","2019-09-01",18464,2019,609
"SPB-18481","2019-11-10 12:12","체인","2019-11-10",18481,2019,679
"SPB-18497","2019-07-30 8:41","타이어 ","2019-07-30",18497,2019,576
"SPB-18502","2019-07-23 18:37","체인","2019-07-23",18502,2019,569
"SPB-18502","2019-09-23 17:08","타이어 ","2019-09-23",18502,2019,631
"SPB-18502","2019-10-29 20:42","페달","2019-10-29",18502,2019,667
"SPB-18516","2019-06-03 11:00","기타 ","2019-06-03",18516,2019,519
"SPB-18516","2019-06-11 3:56","타이어 ","2019-06-11",18516,2019,527
"SPB-18530","2019-04-05 22:48","기타 ","2019-04-05",18530,2019,460
"SPB-18530","2019-05-15 21:38","타이어 ","2019-05-15",18530,2019,500
"SPB-18551","2019-06-04 1:45","단말기","2019-06-04",18551,2019,520
"SPB-18551","2019-06-09 2:49","단말기","2019-06-09",18551,2019,525
"SPB-18560","2019-10-11 12:31","기타 ","2019-10-11",18560,2019,649
"SPB-18621","2019-05-06 9:52","단말기","2019-05-06",18621,2019,491
"SPB-18621","2019-10-13 17:27","타이어 ","2019-10-13",18621,2019,651
"SPB-18676","2019-09-26 22:58","체인","2019-09-26",18676,2019,634
"SPB-18676","2019-10-14 17:07","체인","2019-10-14",18676,2019,652
"SPB-18696","2019-07-17 9:46","타이어 ","2019-07-17",18696,2019,563
"SPB-18696","2019-10-09 6:56","체인","2019-10-09",18696,2019,647
"SPB-18696","2019-10-14 17:35","타이어 ","2019-10-14",18696,2019,652
"SPB-18846","2019-09-16 19:17","체인","2019-09-16",18846,2019,624
"SPB-18846","2019-09-17 20:53","체인","2019-09-17",18846,2019,625
"SPB-18874","2019-07-09 21:01","단말기","2019-07-09",18874,2019,555
"SPB-18874","2019-09-20 14:45","단말기","2019-09-20",18874,2019,628
"SPB-18890","2019-08-27 19:42","기타 ","2019-08-27",18890,2019,604
"SPB-18890","2019-08-29 6:10","기타 ","2019-08-29",18890,2019,606
"SPB-19008","2019-02-18 18:25","체인","2019-02-18",19008,2019,414
"SPB-19008","2019-10-12 20:55","단말기","2019-10-12",19008,2019,650
"SPB-19061","2019-09-12 9:24","체인","2019-09-12",19061,2019,620
"SPB-19061","2019-09-13 18:47","안장","2019-09-13",19061,2019,621
"SPB-19114","2019-05-02 7:33","타이어 ","2019-05-02",19114,2019,487
"SPB-19114","2019-05-03 6:34","타이어 ","2019-05-03",19114,2019,488
"SPB-19243","2019-09-30 9:17","페달","2019-09-30",19243,2019,638
"SPB-19365","2019-06-07 18:39","안장","2019-06-07",19365,2019,523
"SPB-19365","2019-09-23 23:56","기타 ","2019-09-23",19365,2019,631
"SPB-19365","2019-10-29 23:00","단말기","2019-10-29",19365,2019,667
"SPB-19389","2019-06-09 16:25","기타 ","2019-06-09",19389,2019,525
"SPB-19389","2019-10-21 18:19","페달","2019-10-21",19389,2019,659
"SPB-19397","2019-09-26 8:35","체인","2019-09-26",19397,2019,634
"SPB-19397","2019-10-11 10:14","체인","2019-10-11",19397,2019,649
"SPB-19415","2019-04-23 5:05","단말기","2019-04-23",19415,2019,478
"SPB-19441","2019-04-01 20:17","단말기","2019-04-01",19441,2019,456
"SPB-19441","2019-06-27 21:28","타이어 ","2019-06-27",19441,2019,543
"SPB-19441","2019-08-16 9:58","타이어 ","2019-08-16",19441,2019,593
"SPB-19602","2019-01-26 23:00","단말기","2019-01-26",19602,2019,391
"SPB-19602","2019-11-25 17:11","타이어 ","2019-11-25",19602,2019,694
"SPB-19640","2019-02-18 6:34","단말기","2019-02-18",19640,2019,414
"SPB-19640","2019-09-15 18:57","타이어 ","2019-09-15",19640,2019,623
"SPB-19648","2019-09-01 22:32","단말기","2019-09-01",19648,2019,609
"SPB-19648","2019-10-10 5:41","타이어 ","2019-10-10",19648,2019,648
"SPB-19652","2019-07-30 21:52","안장","2019-07-30",19652,2019,576
"SPB-19652","2019-08-14 22:02","체인","2019-08-14",19652,2019,591
"SPB-19822","2019-06-02 17:20","안장","2019-06-02",19822,2019,518
"SPB-19822","2019-06-23 5:12","단말기","2019-06-23",19822,2019,539
"SPB-19843","2019-07-16 17:51","타이어 ","2019-07-16",19843,2019,562
"SPB-19843","2019-07-18 20:05","타이어 ","2019-07-18",19843,2019,564
"SPB-19877","2019-06-12 19:30","기타 ","2019-06-12",19877,2019,528
"SPB-19877","2019-06-30 17:30","타이어 ","2019-06-30",19877,2019,546
"SPB-19877","2019-10-05 4:49","타이어 ","2019-10-05",19877,2019,643
"SPB-19886","2019-04-20 14:54","타이어 ","2019-04-20",19886,2019,475
"SPB-19886","2019-10-03 14:04","단말기","2019-10-03",19886,2019,641
"SPB-19890","2019-06-22 20:08","타이어 ","2019-06-22",19890,2019,538
"SPB-19890","2019-10-10 22:57","단말기","2019-10-10",19890,2019,648
"SPB-19892","2019-10-04 22:36","체인","2019-10-04",19892,2019,642
"SPB-19892","2019-10-11 17:30","안장","2019-10-11",19892,2019,649
"SPB-19928","2019-11-21 19:35","체인","2019-11-21",19928,2019,690
"SPB-19928","2019-11-23 17:09","페달","2019-11-23",19928,2019,692
"SPB-19972","2019-09-18 10:30","체인","2019-09-18",19972,2019,626
"SPB-19972","2019-10-31 14:00","기타 ","2019-10-31",19972,2019,669
"SPB-19996","2019-07-01 13:33","안장","2019-07-01",19996,2019,547
"SPB-19996","2019-07-09 22:35","타이어 ","2019-07-09",19996,2019,555
"SPB-20023","2019-07-18 13:22","체인","2019-07-18",20023,2019,564
"SPB-20023","2019-08-02 17:47","체인","2019-08-02",20023,2019,579
"SPB-20070","2019-10-05 12:25","단말기","2019-10-05",20070,2019,643
"SPB-20070","2019-11-09 17:52","단말기","2019-11-09",20070,2019,678
"SPB-20096","2019-08-13 6:31","기타 ","2019-08-13",20096,2019,590
"SPB-20096","2019-10-03 22:46","단말기","2019-10-03",20096,2019,641
"SPB-20103","2019-10-18 8:42","체인","2019-10-18",20103,2019,656
"SPB-20103","2019-11-26 20:00","체인","2019-11-26",20103,2019,695
"SPB-20233","2019-09-05 3:36","기타 ","2019-09-05",20233,2019,613
"SPB-20233","2019-09-25 9:08","단말기","2019-09-25",20233,2019,633
"SPB-20335","2019-09-02 22:20","체인","2019-09-02",20335,2019,610
"SPB-20335","2019-11-06 19:40","페달","2019-11-06",20335,2019,675
"SPB-20346","2019-06-14 15:01","기타 ","2019-06-14",20346,2019,530
"SPB-20346","2019-07-12 20:01","타이어 ","2019-07-12",20346,2019,558
"SPB-20385","2019-07-30 12:14","타이어 ","2019-07-30",20385,2019,576
"SPB-20385","2019-08-19 23:07","체인","2019-08-19",20385,2019,596
"SPB-20388","2019-10-01 10:29","단말기","2019-10-01",20388,2019,639
"SPB-20388","2019-11-06 16:55","단말기","2019-11-06",20388,2019,675
"SPB-20388","2019-11-19 22:42","단말기","2019-11-19",20388,2019,688
"SPB-20417","2019-08-07 21:12","단말기","2019-08-07",20417,2019,584
"SPB-20417","2019-10-20 0:39","단말기","2019-10-20",20417,2019,658
"SPB-20444","2019-10-11 18:20","타이어 ","2019-10-11",20444,2019,649
"SPB-20444","2019-12-28 20:08","타이어 ","2019-12-28",20444,2019,727
"SPB-20458","2019-10-27 9:32","단말기","2019-10-27",20458,2019,665
"SPB-20458","2019-11-01 11:42","페달","2019-11-01",20458,2019,670
"SPB-20485","2019-09-23 8:29","단말기","2019-09-23",20485,2019,631
"SPB-20485","2019-09-27 17:33","타이어 ","2019-09-27",20485,2019,635
"SPB-20501","2019-11-09 19:15","기타 ","2019-11-09",20501,2019,678
"SPB-20501","2019-11-10 13:16","기타 ","2019-11-10",20501,2019,679
"SPB-20541","2019-07-10 15:07","단말기","2019-07-10",20541,2019,556
"SPB-20541","2019-07-12 3:35","단말기","2019-07-12",20541,2019,558
"SPB-20551","2019-07-23 12:20","기타 ","2019-07-23",20551,2019,569
"SPB-20551","2019-09-29 22:05","체인","2019-09-29",20551,2019,637
"SPB-20589","2019-06-07 16:40","단말기","2019-06-07",20589,2019,523
"SPB-20589","2019-10-15 11:34","단말기","2019-10-15",20589,2019,653
"SPB-20613","2019-07-07 1:39","체인","2019-07-07",20613,2019,553
"SPB-20613","2019-07-09 10:19","체인","2019-07-09",20613,2019,555
"SPB-20630","2019-09-13 17:28","안장","2019-09-13",20630,2019,621
"SPB-20630","2019-10-06 23:07","단말기","2019-10-06",20630,2019,644
"SPB-20793","2019-07-16 18:09","단말기","2019-07-16",20793,2019,562
"SPB-20793","2019-07-17 16:51","단말기","2019-07-17",20793,2019,563
"SPB-20829","2019-06-27 14:16","기타 ","2019-06-27",20829,2019,543
"SPB-20829","2019-07-14 17:05","단말기","2019-07-14",20829,2019,560
"SPB-20865","2019-07-04 22:08","단말기","2019-07-04",20865,2019,550
"SPB-20865","2019-09-17 10:58","기타 ","2019-09-17",20865,2019,625
"SPB-20947","2019-07-17 22:31","단말기","2019-07-17",20947,2019,563
"SPB-20947","2019-09-25 9:27","타이어 ","2019-09-25",20947,2019,633
"SPB-20976","2019-07-11 12:39","단말기","2019-07-11",20976,2019,557
"SPB-20976","2019-11-11 8:20","단말기","2019-11-11",20976,2019,680
"SPB-21013","2019-07-01 8:09","체인","2019-07-01",21013,2019,547
"SPB-21013","2019-07-06 11:29","체인","2019-07-06",21013,2019,552
"SPB-21013","2019-10-27 20:03","단말기","2019-10-27",21013,2019,665
"SPB-21020","2019-10-19 10:16","기타 ","2019-10-19",21020,2019,657
"SPB-21020","2019-10-22 14:34","기타 ","2019-10-22",21020,2019,660
"SPB-21062","2019-10-12 17:38","기타 ","2019-10-12",21062,2019,650
"SPB-21062","2019-10-24 9:58","타이어 ","2019-10-24",21062,2019,662
"SPB-21104","2019-07-19 23:28","단말기","2019-07-19",21104,2019,565
"SPB-21104","2019-07-20 18:05","단말기","2019-07-20",21104,2019,566
"SPB-21110","2019-09-11 19:10","체인","2019-09-11",21110,2019,619
"SPB-21110","2019-09-25 16:29","타이어 ","2019-09-25",21110,2019,633
"SPB-21136","2019-09-01 18:29","단말기","2019-09-01",21136,2019,609
"SPB-21136","2019-09-05 10:11","타이어 ","2019-09-05",21136,2019,613
"SPB-21155","2019-12-07 18:36","단말기","2019-12-07",21155,2019,706
"SPB-21155","2019-12-14 8:39","단말기","2019-12-14",21155,2019,713
"SPB-21164","2019-06-21 13:48","타이어 ","2019-06-21",21164,2019,537
"SPB-21164","2019-07-22 18:54","페달","2019-07-22",21164,2019,568
"SPB-21164","2019-08-31 20:01","기타 ","2019-08-31",21164,2019,608
"SPB-21193","2019-09-25 15:41","단말기","2019-09-25",21193,2019,633
"SPB-21193","2019-10-22 15:55","타이어 ","2019-10-22",21193,2019,660
"SPB-21193","2019-12-07 12:43","단말기","2019-12-07",21193,2019,706
"SPB-21214","2019-08-29 18:59","기타 ","2019-08-29",21214,2019,606
"SPB-21214","2019-09-11 19:36","타이어 ","2019-09-11",21214,2019,619
"SPB-21214","2019-10-05 13:51","단말기","2019-10-05",21214,2019,643
"SPB-21233","2019-07-08 22:08","기타 ","2019-07-08",21233,2019,554
"SPB-21233","2019-08-02 12:17","단말기","2019-08-02",21233,2019,579
"SPB-21236","2019-07-24 21:41","안장","2019-07-24",21236,2019,570
"SPB-21236","2019-07-29 22:29","단말기","2019-07-29",21236,2019,575
"SPB-21321","2019-10-20 23:16","단말기","2019-10-20",21321,2019,658
"SPB-21321","2019-10-25 9:22","단말기","2019-10-25",21321,2019,663
"SPB-21323","2019-07-09 8:37","체인","2019-07-09",21323,2019,555
"SPB-21323","2019-08-05 21:22","체인","2019-08-05",21323,2019,582
"SPB-21340","2019-09-03 6:46","페달","2019-09-03",21340,2019,611
"SPB-21340","2019-10-18 12:08","체인","2019-10-18",21340,2019,656
"SPB-21340","2019-10-24 18:59","페달","2019-10-24",21340,2019,662
"SPB-21384","2019-06-07 20:41","단말기","2019-06-07",21384,2019,523
"SPB-21384","2019-11-05 3:09","체인","2019-11-05",21384,2019,674
"SPB-21384","2019-11-09 8:03","체인","2019-11-09",21384,2019,678
"SPB-21472","2019-06-22 17:04","체인","2019-06-22",21472,2019,538
"SPB-21472","2019-07-02 22:09","체인","2019-07-02",21472,2019,548
"SPB-21480","2019-09-27 15:58","단말기","2019-09-27",21480,2019,635
"SPB-21480","2019-11-04 7:40","안장","2019-11-04",21480,2019,673
"SPB-21489","2019-07-01 22:08","체인","2019-07-01",21489,2019,547
"SPB-21489","2019-07-03 23:28","페달","2019-07-03",21489,2019,549
"SPB-21509","2019-07-01 7:47","단말기","2019-07-01",21509,2019,547
"SPB-21509","2019-07-03 7:57","단말기","2019-07-03",21509,2019,549
"SPB-21509","2019-07-09 1:03","단말기","2019-07-09",21509,2019,555
"SPB-21532","2019-09-03 8:51","체인","2019-09-03",21532,2019,611
"SPB-21532","2019-10-06 10:52","단말기","2019-10-06",21532,2019,644
"SPB-21580","2019-07-24 11:16","단말기","2019-07-24",21580,2019,570
"SPB-21580","2019-08-02 0:06","단말기","2019-08-02",21580,2019,579
"SPB-21706","2019-07-07 10:20","체인","2019-07-07",21706,2019,553
"SPB-21706","2019-07-23 18:24","기타 ","2019-07-23",21706,2019,569
"SPB-21706","2019-11-02 20:08","기타 ","2019-11-02",21706,2019,671
"SPB-21725","2019-07-15 13:33","기타 ","2019-07-15",21725,2019,561
"SPB-21725","2019-11-30 17:28","기타 ","2019-11-30",21725,2019,699
"SPB-21732","2019-09-26 6:19","페달","2019-09-26",21732,2019,634
"SPB-21732","2019-11-27 23:30","기타 ","2019-11-27",21732,2019,696
"SPB-21815","2019-07-09 10:08","단말기","2019-07-09",21815,2019,555
"SPB-21815","2019-11-05 19:12","단말기","2019-11-05",21815,2019,674
"SPB-21845","2019-10-17 21:33","기타 ","2019-10-17",21845,2019,655
"SPB-21845","2019-11-20 8:56","기타 ","2019-11-20",21845,2019,689
"SPB-21848","2019-09-16 19:32","체인","2019-09-16",21848,2019,624
"SPB-21848","2019-09-17 20:49","단말기","2019-09-17",21848,2019,625
"SPB-21873","2019-11-04 11:47","타이어 ","2019-11-04",21873,2019,673
"SPB-21873","2019-11-05 18:03","타이어 ","2019-11-05",21873,2019,674
"SPB-21894","2019-07-16 11:32","단말기","2019-07-16",21894,2019,562
"SPB-21894","2019-07-23 1:09","단말기","2019-07-23",21894,2019,569
"SPB-21894","2019-11-18 20:41","체인","2019-11-18",21894,2019,687
"SPB-21894","2019-11-23 13:48","체인","2019-11-23",21894,2019,692
"SPB-21894","2019-11-25 13:03","체인","2019-11-25",21894,2019,694
"SPB-21894","2019-11-28 2:08","체인","2019-11-28",21894,2019,697
"SPB-21913","2019-07-09 8:17","체인","2019-07-09",21913,2019,555
"SPB-21913","2019-08-13 18:39","체인","2019-08-13",21913,2019,590
"SPB-21913","2019-08-16 21:34","체인","2019-08-16",21913,2019,593
"SPB-21950","2019-09-17 20:34","단말기","2019-09-17",21950,2019,625
"SPB-21950","2019-10-04 23:53","단말기","2019-10-04",21950,2019,642
"SPB-21950","2019-10-09 15:51","단말기","2019-10-09",21950,2019,647
"SPB-21950","2019-10-16 16:42","타이어 ","2019-10-16",21950,2019,654
"SPB-21954","2019-07-22 18:48","체인","2019-07-22",21954,2019,568
"SPB-21954","2019-08-09 21:41","체인","2019-08-09",21954,2019,586
"SPB-21969","2019-08-27 16:05","단말기","2019-08-27",21969,2019,604
"SPB-21969","2019-09-25 18:18","단말기","2019-09-25",21969,2019,633
"SPB-22047","2019-09-26 11:42","단말기","2019-09-26",22047,2019,634
"SPB-22047","2019-12-02 9:30","단말기","2019-12-02",22047,2019,701
"SPB-22075","2019-09-03 11:26","기타 ","2019-09-03",22075,2019,611
"SPB-22075","2019-09-04 6:01","기타 ","2019-09-04",22075,2019,612
"SPB-22108","2019-06-15 20:54","단말기","2019-06-15",22108,2019,531
"SPB-22108","2019-11-20 9:07","단말기","2019-11-20",22108,2019,689
"SPB-22114","2019-08-11 5:37","단말기","2019-08-11",22114,2019,588
"SPB-22114","2019-08-14 18:33","단말기","2019-08-14",22114,2019,591
"SPB-22156","2019-06-08 9:46","체인","2019-06-08",22156,2019,524
"SPB-22156","2019-06-10 18:53","체인","2019-06-10",22156,2019,526
"SPB-22156","2019-06-12 5:24","페달","2019-06-12",22156,2019,528
"SPB-22156","2019-09-13 21:23","단말기","2019-09-13",22156,2019,621
"SPB-22174","2019-09-02 22:46","체인","2019-09-02",22174,2019,610
"SPB-22174","2019-11-21 18:00","타이어 ","2019-11-21",22174,2019,690
"SPB-22178","2019-09-17 20:31","단말기","2019-09-17",22178,2019,625
"SPB-22178","2019-11-04 23:03","페달","2019-11-04",22178,2019,673
"SPB-22178","2019-11-05 18:48","체인","2019-11-05",22178,2019,674
"SPB-22178","2019-11-16 0:20","체인","2019-11-16",22178,2019,685
"SPB-22178","2019-11-21 15:09","체인","2019-11-21",22178,2019,690
"SPB-22184","2019-07-06 20:57","단말기","2019-07-06",22184,2019,552
"SPB-22184","2019-09-11 16:02","단말기","2019-09-11",22184,2019,619
"SPB-22196","2019-06-04 7:53","단말기","2019-06-04",22196,2019,520
"SPB-22196","2019-09-28 17:34","단말기","2019-09-28",22196,2019,636
"SPB-22197","2019-09-20 22:06","타이어 ","2019-09-20",22197,2019,628
"SPB-22197","2019-11-04 22:14","단말기","2019-11-04",22197,2019,673
"SPB-22197","2019-11-21 18:07","체인","2019-11-21",22197,2019,690
"SPB-22212","2019-08-05 18:45","타이어 ","2019-08-05",22212,2019,582
"SPB-22212","2019-09-21 22:32","단말기","2019-09-21",22212,2019,629
"SPB-22233","2019-08-20 16:32","기타 ","2019-08-20",22233,2019,597
"SPB-22233","2019-08-28 13:11","타이어 ","2019-08-28",22233,2019,605
"SPB-22249","2019-10-12 15:25","타이어 ","2019-10-12",22249,2019,650
"SPB-22249","2019-12-04 18:33","체인","2019-12-04",22249,2019,703
"SPB-22263","2019-09-02 18:40","체인","2019-09-02",22263,2019,610
"SPB-22263","2019-09-06 11:31","체인","2019-09-06",22263,2019,614
"SPB-22263","2019-09-08 15:33","체인","2019-09-08",22263,2019,616
"SPB-22264","2019-08-18 16:43","체인","2019-08-18",22264,2019,595
"SPB-22264","2019-09-20 14:49","페달","2019-09-20",22264,2019,628
"SPB-22264","2019-10-16 12:33","타이어 ","2019-10-16",22264,2019,654
"SPB-22275","2019-10-24 7:31","페달","2019-10-24",22275,2019,662
"SPB-22275","2019-11-12 11:42","안장","2019-11-12",22275,2019,681
"SPB-22307","2019-08-03 21:38","타이어 ","2019-08-03",22307,2019,580
"SPB-22307","2019-10-05 22:33","단말기","2019-10-05",22307,2019,643
"SPB-22319","2019-09-24 16:32","단말기","2019-09-24",22319,2019,632
"SPB-22319","2019-10-14 15:20","단말기","2019-10-14",22319,2019,652
"SPB-22320","2019-10-05 22:28","단말기","2019-10-05",22320,2019,643
