"자전거번호","등록일시","고장구분","등록날짜","자전거"
"SPB-15050","2019-09-13 21:25","타이어 ","2019-09-13",15050
"SPB-15050","2019-09-30 13:34","체인","2019-09-30",15050
"SPB-15058","2018-08-18 22:11","안장","2018-08-18",15058
"SPB-15058","2018-08-22 22:11","안장","2018-08-22",15058
"SPB-15093","2019-10-22 12:07","안장","2019-10-22",15093
"SPB-15093","2019-11-12 18:41","타이어 ","2019-11-12",15093
"SPB-15147","2019-04-23 17:05","체인","2019-04-23",15147
"SPB-15147","2019-09-19 22:36","페달","2019-09-19",15147
"SPB-15150","2019-05-07 12:00","안장","2019-05-07",15150
"SPB-15150","2019-08-06 22:24","타이어 ","2019-08-06",15150
"SPB-15215","2019-11-02 1:33","페달","2019-11-02",15215
"SPB-15215","2019-11-03 2:48","안장","2019-11-03",15215
"SPB-15220","2019-03-09 0:29","기타 ","2019-03-09",15220
"SPB-15220","2019-03-13 7:54","체인","2019-03-13",15220
"SPB-15249","2019-08-20 10:56","체인","2019-08-20",15249
"SPB-15249","2019-10-13 6:25","체인","2019-10-13",15249
"SPB-15306","2019-06-17 23:03","페달","2019-06-17",15306
"SPB-15306","2019-09-15 17:03","안장","2019-09-15",15306
"SPB-15306","2019-09-29 14:45","기타 ","2019-09-29",15306
"SPB-15324","2019-10-06 23:05","체인","2019-10-06",15324
"SPB-15324","2019-10-08 21:09","체인","2019-10-08",15324
"SPB-15334","2018-09-09 19:13","안장","2018-09-09",15334
"SPB-15334","2019-10-04 2:59","기타 ","2019-10-04",15334
"SPB-15338","2018-07-20 8:55","기타 ","2018-07-20",15338
"SPB-15338","2018-07-22 9:07","페달","2018-07-22",15338
"SPB-15384","2019-10-12 14:25","기타 ","2019-10-12",15384
"SPB-15384","2019-10-15 22:20","타이어 ","2019-10-15",15384
"SPB-15397","2019-08-30 14:57","체인","2019-08-30",15397
"SPB-15397","2019-10-29 15:27","체인","2019-10-29",15397
"SPB-15421","2019-06-19 19:02","체인","2019-06-19",15421
"SPB-15421","2019-06-20 23:01","체인","2019-06-20",15421
"SPB-15421","2019-06-21 23:48","체인","2019-06-21",15421
"SPB-15421","2019-07-15 10:17","체인","2019-07-15",15421
"SPB-15423","2019-02-20 17:20","타이어 ","2019-02-20",15423
"SPB-15423","2019-06-16 19:03","단말기","2019-06-16",15423
"SPB-15444","2018-09-30 13:25","타이어 ","2018-09-30",15444
"SPB-15444","2019-02-26 17:09","기타 ","2019-02-26",15444
"SPB-15448","2018-07-24 22:54","단말기","2018-07-24",15448
"SPB-15448","2019-04-22 22:17","체인","2019-04-22",15448
"SPB-15505","2019-09-15 14:04","타이어 ","2019-09-15",15505
"SPB-15505","2019-09-17 19:28","기타 ","2019-09-17",15505
"SPB-15549","2019-09-13 7:49","단말기","2019-09-13",15549
"SPB-15549","2019-09-24 19:27","안장","2019-09-24",15549
"SPB-15558","2019-09-23 19:28","체인","2019-09-23",15558
"SPB-15558","2019-10-12 21:00","타이어 ","2019-10-12",15558
"SPB-15558","2019-10-18 18:37","타이어 ","2019-10-18",15558
"SPB-15581","2019-10-31 17:34","기타 ","2019-10-31",15581
"SPB-15581","2019-11-03 18:18","단말기","2019-11-03",15581
"SPB-15581","2019-11-04 18:24","타이어 ","2019-11-04",15581
"SPB-15588","2019-06-10 18:19","체인","2019-06-10",15588
"SPB-15588","2019-08-19 17:47","페달","2019-08-19",15588
"SPB-15602","2018-10-24 14:24","안장","2018-10-24",15602
"SPB-15602","2019-09-01 14:18","체인","2019-09-01",15602
"SPB-15638","2018-09-11 23:20","단말기","2018-09-11",15638
"SPB-15638","2019-07-07 23:03","체인","2019-07-07",15638
"SPB-15653","2019-11-19 12:48","기타 ","2019-11-19",15653
"SPB-15653","2019-11-22 8:41","타이어 ","2019-11-22",15653
"SPB-15653","2019-12-08 13:29","기타 ","2019-12-08",15653
"SPB-15662","2019-07-07 18:44","타이어 ","2019-07-07",15662
"SPB-15662","2019-07-23 14:05","타이어 ","2019-07-23",15662
"SPB-15662","2019-07-29 18:53","타이어 ","2019-07-29",15662
"SPB-15702","2019-09-09 8:40","기타 ","2019-09-09",15702
"SPB-15702","2019-09-11 18:44","페달","2019-09-11",15702
"SPB-15707","2019-06-13 18:56","안장","2019-06-13",15707
"SPB-15707","2019-08-04 19:56","체인","2019-08-04",15707
"SPB-15707","2019-08-13 21:06","체인","2019-08-13",15707
"SPB-15710","2019-11-08 0:40","페달","2019-11-08",15710
"SPB-15710","2019-11-12 19:42","페달","2019-11-12",15710
"SPB-15714","2018-07-08 22:59","기타 ","2018-07-08",15714
"SPB-15714","2019-07-01 12:27","안장","2019-07-01",15714
"SPB-15717","2018-10-23 3:57","체인","2018-10-23",15717
"SPB-15717","2018-11-12 7:41","체인","2018-11-12",15717
"SPB-15717","2019-11-22 18:48","단말기","2019-11-22",15717
"SPB-15730","2019-09-17 15:13","체인","2019-09-17",15730
"SPB-15730","2019-11-04 13:20","안장","2019-11-04",15730
"SPB-15756","2018-04-09 11:13","타이어 ","2018-04-09",15756
"SPB-15756","2019-08-17 15:49","타이어 ","2019-08-17",15756
"SPB-15768","2019-05-11 18:30","체인","2019-05-11",15768
"SPB-15768","2019-09-03 10:35","기타 ","2019-09-03",15768
"SPB-15768","2019-10-05 22:24","기타 ","2019-10-05",15768
"SPB-15768","2019-12-19 13:32","타이어 ","2019-12-19",15768
"SPB-15786","2019-08-06 1:37","안장","2019-08-06",15786
"SPB-15786","2019-09-13 17:38","타이어 ","2019-09-13",15786
"SPB-15792","2018-11-11 14:39","체인","2018-11-11",15792
"SPB-15792","2019-11-03 19:45","기타 ","2019-11-03",15792
"SPB-15815","2018-06-29 23:54","타이어 ","2018-06-29",15815
"SPB-15815","2019-12-19 8:05","체인","2019-12-19",15815
"SPB-15817","2019-06-03 20:15","체인","2019-06-03",15817
"SPB-15817","2019-08-07 12:41","체인","2019-08-07",15817
"SPB-15831","2018-10-05 1:49","안장","2018-10-05",15831
"SPB-15831","2019-06-03 19:01","안장","2019-06-03",15831
"SPB-15831","2019-09-25 17:49","단말기","2019-09-25",15831
"SPB-15846","2019-09-02 21:35","타이어 ","2019-09-02",15846
"SPB-15846","2019-09-19 11:11","체인","2019-09-19",15846
"SPB-15867","2019-10-01 16:06","안장","2019-10-01",15867
"SPB-15867","2019-10-15 23:30","단말기","2019-10-15",15867
"SPB-15867","2019-10-18 0:40","단말기","2019-10-18",15867
"SPB-15873","2019-09-29 17:26","체인","2019-09-29",15873
"SPB-15873","2019-09-30 20:24","체인","2019-09-30",15873
"SPB-15879","2019-07-05 10:51","타이어 ","2019-07-05",15879
"SPB-15879","2019-11-01 21:23","기타 ","2019-11-01",15879
"SPB-15879","2019-11-03 21:32","체인","2019-11-03",15879
"SPB-15880","2019-06-17 13:06","체인","2019-06-17",15880
"SPB-15880","2019-08-24 21:14","타이어 ","2019-08-24",15880
"SPB-15885","2019-07-30 14:54","단말기","2019-07-30",15885
"SPB-15885","2019-09-09 12:02","기타 ","2019-09-09",15885
"SPB-15910","2019-10-08 12:40","체인","2019-10-08",15910
"SPB-15910","2019-10-10 16:09","안장","2019-10-10",15910
"SPB-15910","2019-10-12 10:36","체인","2019-10-12",15910
"SPB-15964","2019-01-14 16:42","안장","2019-01-14",15964
"SPB-15964","2019-08-18 19:35","단말기","2019-08-18",15964
"SPB-15968","2019-06-11 19:29","단말기","2019-06-11",15968
"SPB-15968","2019-10-05 20:57","체인","2019-10-05",15968
"SPB-16006","2019-11-04 23:15","기타 ","2019-11-04",16006
"SPB-16006","2019-11-05 19:39","페달","2019-11-05",16006
"SPB-16070","2018-12-17 8:03","안장","2018-12-17",16070
"SPB-16070","2019-05-08 10:31","단말기","2019-05-08",16070
"SPB-16070","2019-10-24 13:21","단말기","2019-10-24",16070
"SPB-16070","2019-10-25 10:00","기타 ","2019-10-25",16070
"SPB-16074","2018-10-25 15:29","페달","2018-10-25",16074
"SPB-16074","2019-10-21 11:15","타이어 ","2019-10-21",16074
"SPB-16099","2019-06-01 18:09","단말기","2019-06-01",16099
"SPB-16099","2019-08-23 21:52","타이어 ","2019-08-23",16099
"SPB-16130","2019-07-27 5:11","타이어 ","2019-07-27",16130
"SPB-16130","2019-08-06 9:40","타이어 ","2019-08-06",16130
"SPB-16144","2019-10-03 18:10","기타 ","2019-10-03",16144
"SPB-16144","2019-10-30 16:56","안장","2019-10-30",16144
"SPB-16154","2019-08-23 10:19","기타 ","2019-08-23",16154
"SPB-16154","2019-10-20 2:22","단말기","2019-10-20",16154
"SPB-16175","2018-09-28 8:49","기타 ","2018-09-28",16175
"SPB-16175","2019-12-28 22:17","체인","2019-12-28",16175
"SPB-16186","2019-10-26 12:14","타이어 ","2019-10-26",16186
"SPB-16186","2019-12-14 2:29","단말기","2019-12-14",16186
"SPB-16191","2018-11-12 12:50","안장","2018-11-12",16191
"SPB-16191","2019-11-29 14:25","타이어 ","2019-11-29",16191
"SPB-16240","2019-04-10 19:30","기타 ","2019-04-10",16240
"SPB-16240","2019-04-13 2:59","체인","2019-04-13",16240
"SPB-16241","2018-11-06 15:03","단말기","2018-11-06",16241
"SPB-16241","2018-11-12 15:34","기타 ","2018-11-12",16241
"SPB-16280","2019-09-01 20:23","페달","2019-09-01",16280
"SPB-16280","2019-09-15 16:53","타이어 ","2019-09-15",16280
"SPB-16289","2019-06-22 17:51","기타 ","2019-06-22",16289
"SPB-16289","2019-07-02 20:41","체인","2019-07-02",16289
"SPB-16294","2018-12-30 17:20","체인","2018-12-30",16294
"SPB-16294","2019-09-23 12:20","기타 ","2019-09-23",16294
"SPB-16306","2019-06-25 23:29","체인","2019-06-25",16306
"SPB-16306","2019-06-26 18:29","체인","2019-06-26",16306
"SPB-16309","2019-07-17 11:36","기타 ","2019-07-17",16309
"SPB-16309","2019-09-23 18:35","기타 ","2019-09-23",16309
"SPB-16345","2018-10-20 17:06","체인","2018-10-20",16345
"SPB-16345","2018-11-16 15:07","단말기","2018-11-16",16345
"SPB-16390","2018-10-09 16:30","단말기","2018-10-09",16390
"SPB-16390","2019-07-10 2:24","타이어 ","2019-07-10",16390
"SPB-16396","2018-09-17 21:17","타이어 ","2018-09-17",16396
"SPB-16396","2019-05-13 21:16","타이어 ","2019-05-13",16396
"SPB-16428","2019-08-18 18:54","타이어 ","2019-08-18",16428
"SPB-16428","2019-08-23 23:35","체인","2019-08-23",16428
"SPB-16438","2019-10-12 16:49","체인","2019-10-12",16438
"SPB-16438","2019-10-14 13:03","체인","2019-10-14",16438
"SPB-16439","2019-09-05 2:52","기타 ","2019-09-05",16439
"SPB-16439","2019-09-06 11:33","타이어 ","2019-09-06",16439
"SPB-16488","2018-07-22 23:07","타이어 ","2018-07-22",16488
"SPB-16488","2019-01-23 0:17","안장","2019-01-23",16488
"SPB-16489","2018-10-01 11:17","타이어 ","2018-10-01",16489
"SPB-16489","2019-10-11 17:39","안장","2019-10-11",16489
"SPB-16499","2019-05-07 12:20","타이어 ","2019-05-07",16499
"SPB-16499","2019-05-12 21:15","체인","2019-05-12",16499
"SPB-16499","2019-09-08 19:26","타이어 ","2019-09-08",16499
"SPB-16556","2019-09-09 19:53","체인","2019-09-09",16556
"SPB-16556","2019-09-13 23:02","체인","2019-09-13",16556
"SPB-16579","2019-07-24 21:45","안장","2019-07-24",16579
"SPB-16579","2019-08-22 10:18","체인","2019-08-22",16579
"SPB-16641","2019-08-18 18:37","타이어 ","2019-08-18",16641
"SPB-16641","2019-11-05 8:54","기타 ","2019-11-05",16641
"SPB-16725","2019-09-03 13:53","체인","2019-09-03",16725
"SPB-16725","2019-09-21 22:49","체인","2019-09-21",16725
"SPB-16737","2019-07-17 3:33","기타 ","2019-07-17",16737
"SPB-16737","2019-08-17 21:21","기타 ","2019-08-17",16737
"SPB-16781","2018-09-30 14:26","단말기","2018-09-30",16781
"SPB-16781","2018-11-13 8:38","기타 ","2018-11-13",16781
"SPB-16782","2019-10-10 19:31","체인","2019-10-10",16782
"SPB-16782","2019-12-15 21:55","체인","2019-12-15",16782
"SPB-16809","2018-07-03 17:23","단말기","2018-07-03",16809
"SPB-16809","2019-05-09 23:24","단말기","2019-05-09",16809
"SPB-16844","2018-10-16 8:46","안장","2018-10-16",16844
"SPB-16844","2019-09-02 6:07","체인","2019-09-02",16844
"SPB-16844","2019-10-06 19:13","기타 ","2019-10-06",16844
"SPB-16944","2018-07-15 15:18","단말기","2018-07-15",16944
"SPB-16944","2019-04-05 1:24","기타 ","2019-04-05",16944
"SPB-17011","2019-05-03 17:02","기타 ","2019-05-03",17011
"SPB-17011","2019-07-17 23:08","타이어 ","2019-07-17",17011
"SPB-17030","2019-06-01 21:03","체인","2019-06-01",17030
"SPB-17030","2019-06-03 14:24","안장","2019-06-03",17030
"SPB-17066","2019-10-10 19:26","체인","2019-10-10",17066
"SPB-17066","2019-10-18 18:36","타이어 ","2019-10-18",17066
"SPB-17066","2019-10-19 14:19","체인","2019-10-19",17066
"SPB-17070","2019-06-11 21:27","체인","2019-06-11",17070
"SPB-17070","2019-07-01 9:13","체인","2019-07-01",17070
"SPB-17082","2019-07-13 23:23","기타 ","2019-07-13",17082
"SPB-17082","2019-07-21 18:42","체인","2019-07-21",17082
"SPB-17099","2018-11-12 23:05","단말기","2018-11-12",17099
"SPB-17099","2019-06-27 10:50","타이어 ","2019-06-27",17099
"SPB-17146","2019-08-01 8:08","체인","2019-08-01",17146
"SPB-17146","2019-08-07 12:35","기타 ","2019-08-07",17146
"SPB-17151","2018-10-16 17:38","타이어 ","2018-10-16",17151
"SPB-17151","2019-04-15 18:33","페달","2019-04-15",17151
"SPB-17173","2018-08-31 22:05","안장","2018-08-31",17173
"SPB-17173","2019-06-30 8:50","단말기","2019-06-30",17173
"SPB-17178","2019-08-19 0:12","안장","2019-08-19",17178
"SPB-17178","2019-09-20 6:13","안장","2019-09-20",17178
"SPB-17212","2018-09-13 14:16","체인","2018-09-13",17212
"SPB-17212","2019-09-01 6:29","기타 ","2019-09-01",17212
"SPB-17263","2018-10-19 23:22","단말기","2018-10-19",17263
"SPB-17263","2019-10-08 8:39","타이어 ","2019-10-08",17263
"SPB-17269","2019-09-15 19:04","안장","2019-09-15",17269
"SPB-17269","2019-09-16 15:17","체인","2019-09-16",17269
"SPB-17269","2019-09-25 16:37","체인","2019-09-25",17269
"SPB-17276","2018-06-22 22:47","페달","2018-06-22",17276
"SPB-17276","2018-09-12 19:22","안장","2018-09-12",17276
"SPB-17278","2018-09-23 19:49","단말기","2018-09-23",17278
"SPB-17278","2019-11-22 17:44","체인","2019-11-22",17278
"SPB-17301","2018-10-18 13:15","타이어 ","2018-10-18",17301
"SPB-17301","2018-11-03 23:46","페달","2018-11-03",17301
"SPB-17305","2019-05-08 12:58","체인","2019-05-08",17305
"SPB-17305","2019-09-26 7:40","기타 ","2019-09-26",17305
"SPB-17313","2019-08-13 7:09","타이어 ","2019-08-13",17313
"SPB-17313","2019-11-16 19:57","타이어 ","2019-11-16",17313
"SPB-17340","2018-09-02 9:54","타이어 ","2018-09-02",17340
"SPB-17340","2019-11-25 12:45","단말기","2019-11-25",17340
"SPB-17354","2019-09-30 18:37","타이어 ","2019-09-30",17354
"SPB-17354","2019-10-01 22:35","타이어 ","2019-10-01",17354
"SPB-17354","2019-10-16 14:34","타이어 ","2019-10-16",17354
"SPB-17354","2019-11-09 14:15","페달","2019-11-09",17354
"SPB-17364","2019-06-20 16:02","타이어 ","2019-06-20",17364
"SPB-17364","2019-08-30 17:52","타이어 ","2019-08-30",17364
"SPB-17379","2019-06-27 8:20","안장","2019-06-27",17379
"SPB-17379","2019-06-28 17:58","체인","2019-06-28",17379
"SPB-17389","2018-09-02 4:41","단말기","2018-09-02",17389
"SPB-17389","2019-06-11 22:59","페달","2019-06-11",17389
"SPB-17429","2019-10-28 8:41","단말기","2019-10-28",17429
"SPB-17429","2019-12-17 19:11","단말기","2019-12-17",17429
"SPB-17445","2018-08-21 22:32","기타 ","2018-08-21",17445
"SPB-17445","2019-08-15 21:32","타이어 ","2019-08-15",17445
"SPB-17445","2019-11-14 8:22","타이어 ","2019-11-14",17445
"SPB-17451","2019-06-17 16:50","타이어 ","2019-06-17",17451
"SPB-17451","2019-07-07 19:39","타이어 ","2019-07-07",17451
"SPB-17468","2019-05-14 21:23","체인","2019-05-14",17468
"SPB-17468","2019-09-15 23:12","기타 ","2019-09-15",17468
"SPB-17474","2019-08-26 1:29","체인","2019-08-26",17474
"SPB-17474","2019-09-30 19:07","체인","2019-09-30",17474
"SPB-17619","2019-09-01 12:57","기타 ","2019-09-01",17619
"SPB-17619","2019-09-15 23:57","페달","2019-09-15",17619
"SPB-17630","2018-10-31 18:00","체인","2018-10-31",17630
"SPB-17630","2019-05-13 16:54","기타 ","2019-05-13",17630
"SPB-17652","2019-08-19 20:27","체인","2019-08-19",17652
"SPB-17652","2019-08-27 7:58","체인","2019-08-27",17652
"SPB-17652","2019-10-14 21:29","타이어 ","2019-10-14",17652
"SPB-17721","2019-05-10 4:08","체인","2019-05-10",17721
"SPB-17721","2019-09-26 21:39","체인","2019-09-26",17721
"SPB-17746","2019-09-21 8:05","체인","2019-09-21",17746
"SPB-17746","2019-09-28 17:55","안장","2019-09-28",17746
"SPB-17789","2019-07-12 23:21","기타 ","2019-07-12",17789
"SPB-17789","2019-07-14 20:41","기타 ","2019-07-14",17789
"SPB-17800","2019-08-01 23:17","단말기","2019-08-01",17800
"SPB-17800","2019-08-04 22:16","단말기","2019-08-04",17800
"SPB-17802","2019-08-20 17:53","페달","2019-08-20",17802
"SPB-17802","2019-08-25 12:47","안장","2019-08-25",17802
"SPB-17808","2018-09-07 12:54","기타 ","2018-09-07",17808
"SPB-17808","2019-08-14 10:08","타이어 ","2019-08-14",17808
"SPB-17808","2019-09-01 18:40","타이어 ","2019-09-01",17808
"SPB-17810","2019-06-01 2:53","기타 ","2019-06-01",17810
"SPB-17810","2019-09-11 21:02","타이어 ","2019-09-11",17810
"SPB-17821","2018-11-23 6:03","타이어 ","2018-11-23",17821
"SPB-17821","2019-07-23 3:15","타이어 ","2019-07-23",17821
"SPB-17828","2019-07-20 13:06","안장","2019-07-20",17828
"SPB-17828","2019-12-26 13:24","타이어 ","2019-12-26",17828
"SPB-17834","2019-06-15 0:20","단말기","2019-06-15",17834
"SPB-17834","2019-06-17 10:41","안장","2019-06-17",17834
"SPB-17834","2019-12-11 18:45","안장","2019-12-11",17834
"SPB-17853","2019-02-02 16:38","체인","2019-02-02",17853
"SPB-17853","2019-09-18 8:40","기타 ","2019-09-18",17853
"SPB-17854","2019-07-02 17:03","체인","2019-07-02",17854
"SPB-17854","2019-10-13 17:49","페달","2019-10-13",17854
"SPB-17883","2018-09-22 10:00","체인","2018-09-22",17883
"SPB-17883","2019-10-23 21:56","페달","2019-10-23",17883
"SPB-17893","2019-06-01 2:39","체인","2019-06-01",17893
"SPB-17893","2019-06-02 16:36","체인","2019-06-02",17893
"SPB-17893","2019-08-14 12:03","페달","2019-08-14",17893
"SPB-17904","2019-06-05 8:34","체인","2019-06-05",17904
"SPB-17904","2019-06-14 18:35","타이어 ","2019-06-14",17904
"SPB-17904","2019-09-26 18:33","기타 ","2019-09-26",17904
"SPB-17912","2018-10-18 14:56","체인","2018-10-18",17912
"SPB-17912","2019-06-25 13:17","체인","2019-06-25",17912
"SPB-17912","2019-06-27 7:45","체인","2019-06-27",17912
"SPB-17912","2019-07-01 22:18","페달","2019-07-01",17912
"SPB-17936","2019-08-05 21:52","타이어 ","2019-08-05",17936
"SPB-17936","2019-09-17 18:56","기타 ","2019-09-17",17936
"SPB-17944","2018-10-13 14:15","타이어 ","2018-10-13",17944
"SPB-17944","2019-08-22 22:09","타이어 ","2019-08-22",17944
"SPB-17948","2019-08-28 6:47","기타 ","2019-08-28",17948
"SPB-17948","2019-10-11 13:39","기타 ","2019-10-11",17948
"SPB-17950","2019-08-20 8:04","타이어 ","2019-08-20",17950
"SPB-17950","2019-09-25 20:03","체인","2019-09-25",17950
"SPB-17957","2019-04-20 1:21","단말기","2019-04-20",17957
"SPB-17957","2019-09-11 19:45","기타 ","2019-09-11",17957
"SPB-18033","2019-07-09 19:17","타이어 ","2019-07-09",18033
"SPB-18033","2019-08-01 9:44","타이어 ","2019-08-01",18033
"SPB-18045","2018-09-28 13:55","기타 ","2018-09-28",18045
"SPB-18045","2019-07-23 23:01","타이어 ","2019-07-23",18045
"SPB-18045","2019-08-01 7:46","체인","2019-08-01",18045
"SPB-18045","2019-09-21 10:27","체인","2019-09-21",18045
"SPB-18045","2019-10-13 13:57","기타 ","2019-10-13",18045
"SPB-18056","2019-06-15 13:27","안장","2019-06-15",18056
"SPB-18056","2019-07-01 21:47","체인","2019-07-01",18056
"SPB-18092","2018-10-14 19:06","페달","2018-10-14",18092
"SPB-18092","2019-05-05 18:57","안장","2019-05-05",18092
"SPB-18116","2019-08-08 13:52","체인","2019-08-08",18116
"SPB-18116","2019-08-26 19:16","체인","2019-08-26",18116
"SPB-18116","2019-09-25 21:54","체인","2019-09-25",18116
"SPB-18116","2019-10-04 23:05","체인","2019-10-04",18116
"SPB-18151","2018-09-02 11:28","타이어 ","2018-09-02",18151
"SPB-18151","2019-09-12 15:28","타이어 ","2019-09-12",18151
"SPB-18166","2019-09-26 22:07","체인","2019-09-26",18166
"SPB-18166","2019-12-02 10:03","페달","2019-12-02",18166
"SPB-18177","2019-10-30 17:56","기타 ","2019-10-30",18177
"SPB-18177","2019-11-16 14:53","체인","2019-11-16",18177
"SPB-18186","2019-09-27 10:17","단말기","2019-09-27",18186
"SPB-18186","2019-10-28 7:36","단말기","2019-10-28",18186
"SPB-18187","2019-09-02 16:22","기타 ","2019-09-02",18187
"SPB-18187","2019-11-12 20:13","안장","2019-11-12",18187
"SPB-18190","2019-04-22 19:43","타이어 ","2019-04-22",18190
"SPB-18190","2019-11-11 16:36","타이어 ","2019-11-11",18190
"SPB-18217","2019-08-01 23:06","기타 ","2019-08-01",18217
"SPB-18217","2019-08-07 21:54","타이어 ","2019-08-07",18217
"SPB-18234","2019-06-28 17:42","타이어 ","2019-06-28",18234
"SPB-18234","2019-07-05 10:52","타이어 ","2019-07-05",18234
"SPB-18246","2018-06-12 11:24","기타 ","2018-06-12",18246
"SPB-18246","2018-09-11 11:28","타이어 ","2018-09-11",18246
"SPB-18255","2019-10-10 23:51","단말기","2019-10-10",18255
"SPB-18255","2019-10-13 12:55","타이어 ","2019-10-13",18255
"SPB-18276","2019-06-09 13:34","체인","2019-06-09",18276
"SPB-18276","2019-07-15 21:35","페달","2019-07-15",18276
"SPB-18283","2019-08-03 3:33","기타 ","2019-08-03",18283
"SPB-18283","2019-08-08 9:14","페달","2019-08-08",18283
"SPB-18283","2019-08-10 11:02","체인","2019-08-10",18283
"SPB-18298","2018-08-15 4:08","기타 ","2018-08-15",18298
"SPB-18298","2018-09-23 0:42","페달","2018-09-23",18298
"SPB-18339","2019-04-23 0:32","안장","2019-04-23",18339
"SPB-18339","2019-08-25 23:39","체인","2019-08-25",18339
"SPB-18339","2019-08-28 19:47","페달","2019-08-28",18339
"SPB-18346","2018-09-05 23:10","기타 ","2018-09-05",18346
"SPB-18346","2018-10-29 22:24","타이어 ","2018-10-29",18346
"SPB-18346","2019-10-11 5:02","체인","2019-10-11",18346
"SPB-18385","2019-08-31 20:59","체인","2019-08-31",18385
"SPB-18385","2019-10-25 19:58","체인","2019-10-25",18385
"SPB-18412","2019-08-20 14:38","타이어 ","2019-08-20",18412
"SPB-18412","2019-08-21 7:45","타이어 ","2019-08-21",18412
"SPB-18416","2019-09-23 18:55","페달","2019-09-23",18416
"SPB-18416","2019-10-21 18:16","페달","2019-10-21",18416
"SPB-18435","2019-08-03 15:39","단말기","2019-08-03",18435
"SPB-18435","2019-09-11 14:57","타이어 ","2019-09-11",18435
"SPB-18450","2019-07-22 19:15","타이어 ","2019-07-22",18450
"SPB-18450","2019-09-26 20:53","단말기","2019-09-26",18450
"SPB-18464","2019-08-30 18:55","타이어 ","2019-08-30",18464
"SPB-18464","2019-09-01 17:49","안장","2019-09-01",18464
"SPB-18481","2018-12-21 21:47","체인","2018-12-21",18481
"SPB-18481","2019-11-10 12:12","체인","2019-11-10",18481
"SPB-18497","2018-11-24 4:18","단말기","2018-11-24",18497
"SPB-18497","2019-07-30 8:41","타이어 ","2019-07-30",18497
"SPB-18502","2019-07-23 18:37","체인","2019-07-23",18502
"SPB-18502","2019-09-23 17:08","타이어 ","2019-09-23",18502
"SPB-18502","2019-10-29 20:42","페달","2019-10-29",18502
"SPB-18516","2019-06-03 11:00","기타 ","2019-06-03",18516
"SPB-18516","2019-06-11 3:56","타이어 ","2019-06-11",18516
"SPB-18530","2019-04-05 22:48","기타 ","2019-04-05",18530
"SPB-18530","2019-05-15 21:38","타이어 ","2019-05-15",18530
"SPB-18542","2018-07-25 1:16","단말기","2018-07-25",18542
"SPB-18542","2018-08-01 3:37","기타 ","2018-08-01",18542
"SPB-18551","2019-06-04 1:45","단말기","2019-06-04",18551
"SPB-18551","2019-06-09 2:49","단말기","2019-06-09",18551
"SPB-18560","2018-10-08 7:59","단말기","2018-10-08",18560
"SPB-18560","2019-10-11 12:31","기타 ","2019-10-11",18560
"SPB-18621","2019-05-06 9:52","단말기","2019-05-06",18621
"SPB-18621","2019-10-13 17:27","타이어 ","2019-10-13",18621
"SPB-18676","2019-09-26 22:58","체인","2019-09-26",18676
"SPB-18676","2019-10-14 17:07","체인","2019-10-14",18676
"SPB-18696","2019-07-17 9:46","타이어 ","2019-07-17",18696
"SPB-18696","2019-10-09 6:56","체인","2019-10-09",18696
"SPB-18696","2019-10-14 17:35","타이어 ","2019-10-14",18696
"SPB-18846","2019-09-16 19:17","체인","2019-09-16",18846
"SPB-18846","2019-09-17 20:53","체인","2019-09-17",18846
"SPB-18874","2019-07-09 21:01","단말기","2019-07-09",18874
"SPB-18874","2019-09-20 14:45","단말기","2019-09-20",18874
"SPB-18890","2019-08-27 19:42","기타 ","2019-08-27",18890
"SPB-18890","2019-08-29 6:10","기타 ","2019-08-29",18890
"SPB-19008","2019-02-18 18:25","체인","2019-02-18",19008
"SPB-19008","2019-10-12 20:55","단말기","2019-10-12",19008
"SPB-19061","2019-09-12 9:24","체인","2019-09-12",19061
"SPB-19061","2019-09-13 18:47","안장","2019-09-13",19061
"SPB-19114","2019-05-02 7:33","타이어 ","2019-05-02",19114
"SPB-19114","2019-05-03 6:34","타이어 ","2019-05-03",19114
"SPB-19243","2018-10-23 23:18","체인","2018-10-23",19243
"SPB-19243","2019-09-30 9:17","페달","2019-09-30",19243
"SPB-19365","2019-06-07 18:39","안장","2019-06-07",19365
"SPB-19365","2019-09-23 23:56","기타 ","2019-09-23",19365
"SPB-19365","2019-10-29 23:00","단말기","2019-10-29",19365
"SPB-19389","2019-06-09 16:25","기타 ","2019-06-09",19389
"SPB-19389","2019-10-21 18:19","페달","2019-10-21",19389
"SPB-19397","2019-09-26 8:35","체인","2019-09-26",19397
"SPB-19397","2019-10-11 10:14","체인","2019-10-11",19397
"SPB-19415","2018-12-26 0:50","타이어 ","2018-12-26",19415
"SPB-19415","2019-04-23 5:05","단말기","2019-04-23",19415
"SPB-19441","2019-04-01 20:17","단말기","2019-04-01",19441
"SPB-19441","2019-06-27 21:28","타이어 ","2019-06-27",19441
"SPB-19441","2019-08-16 9:58","타이어 ","2019-08-16",19441
"SPB-19602","2019-01-26 23:00","단말기","2019-01-26",19602
"SPB-19602","2019-11-25 17:11","타이어 ","2019-11-25",19602
"SPB-19640","2019-02-18 6:34","단말기","2019-02-18",19640
"SPB-19640","2019-09-15 18:57","타이어 ","2019-09-15",19640
"SPB-19648","2019-09-01 22:32","단말기","2019-09-01",19648
