"지점","지점명","일시","평균기온..C.","강수.계속시간.hr.","평균.풍속.m.s.","평균.상대습도...","평균.현지기압.hPa.","합계.일조시간.hr.","일.최심적설.cm.","평균.전운량.1.10.","평균.지면온도..C.","안개.계속시간.hr."
108,"서울","2018-05-19",17.6,0,1.5,47.5,1005.9,12.7,0,0,21.2,0
108,"서울","2018-05-20",17,0,1.4,32.1,1009.2,4.2,0,4.6,16.9,0
108,"서울","2018-05-21",17.8,0,1.4,43.9,1007.9,8.8,0,3.9,21.8,0
108,"서울","2018-05-22",18.1,9.5,1.1,75.5,1002,2.7,0,9,19,0
108,"서울","2018-05-23",17.3,3.5,2.5,57.1,998.4,12.7,0,1.4,21.9,0
108,"서울","2018-05-24",18.3,0,2.2,47.4,999.5,12.5,0,0.5,22.1,0
108,"서울","2018-05-25",19.7,0,1.8,47.4,998.5,12.1,0,3.4,23.1,0
108,"서울","2018-05-26",21.8,0,1.4,50.1,998.8,12.6,0,1,26.3,0
108,"서울","2018-05-27",20.3,0,1.7,47.4,1000.4,4.7,0,7.3,23.6,0
108,"서울","2018-05-28",22.3,0,1.6,49.8,999.9,12.5,0,3.8,27.9,0
108,"서울","2018-05-29",21.4,3,1.8,69.3,1001.2,3.4,0,9.4,25.2,0
108,"서울","2018-05-30",20.2,2.25,1.9,69.8,1000,9.8,0,4.6,24.8,0
108,"서울","2018-05-31",20.9,0,1.9,58.9,1001.4,12.9,0,0.9,28.3,0
108,"서울","2018-06-01",23.8,0,1.9,50.4,1004.7,12.9,0,0,30.6,0
108,"서울","2018-06-02",23.4,0,2,44.5,1005.1,12.8,0,1.4,30.8,0
108,"서울","2018-06-03",24,0,1.6,39.4,1003,12.9,0,4,31,0
108,"서울","2018-06-04",22.6,0,1.9,50.1,1002.6,9.2,0,7.9,27.4,0
108,"서울","2018-06-05",23.7,0,1.7,52.5,1001.6,11.4,0,1.4,30.7,0
108,"서울","2018-06-06",23,0,2,62.9,1002.1,12.7,0,1,30.9,0
108,"서울","2018-06-07",22.2,0,2,69.3,1001.7,9.4,0,4.5,30,0
108,"서울","2018-06-08",21.9,0,2.1,68,998.8,7.1,0,5.5,31.1,0
108,"서울","2018-06-09",23.7,5,1.4,60.6,997.1,7.9,0,6.6,29.7,0
108,"서울","2018-06-10",21.3,4.67,1.4,59.9,994.7,1.4,0,9.5,23.7,0
108,"서울","2018-06-11",20.2,5.42,1.4,67.3,990.9,3.3,0,8.5,24.5,0
108,"서울","2018-06-12",21.3,1.08,1.7,65.5,993,12.1,0,4.5,26.2,0
108,"서울","2018-06-13",22,0.33,1.5,64,996.2,4.9,0,7.4,25.3,0
108,"서울","2018-06-14",21.6,7.08,1.1,74.9,997.7,1.4,0,9.5,22.7,0
108,"서울","2018-06-15",21.7,4.17,1.4,60.8,1001,9.8,0,6.1,24,0
108,"서울","2018-06-16",22.5,0,1.4,56.4,1002.1,13,0,0.8,26.8,0
108,"서울","2018-06-17",22.8,0,1.3,66.9,1000.3,2.4,0,7.8,25.3,0
108,"서울","2018-06-18",24.8,0,1.5,54.9,996.9,12.6,0,3.6,30.4,0
108,"서울","2018-06-19",22.4,0,1.8,61.3,994.8,3.1,0,8.1,26.4,0
108,"서울","2018-06-20",22.7,0,2.3,68.1,994,10.2,0,5.4,28.9,0
108,"서울","2018-06-21",23.7,0,2.2,60.1,997.1,12.6,0,3,32.2,0
108,"서울","2018-06-22",25,0,1.8,45.1,998.3,12.4,0,5.1,30.6,0
108,"서울","2018-06-23",24.5,0,2,50.6,994.8,8.5,0,8,30.7,0
108,"서울","2018-06-24",25.2,0,1.9,62.8,998.1,11.1,0,4,32.8,0
108,"서울","2018-06-25",27.1,0,1.2,57.1,1000.2,7.8,0,7.9,31.7,0
108,"서울","2018-06-26",22.3,20.17,2.4,88.3,993.7,0,0,10,22.5,0.97
108,"서울","2018-06-27",22.3,8.83,2,81.9,992.3,2.9,0,8.8,23.7,0
108,"서울","2018-06-28",23.3,7.5,1.1,85.1,989.6,1.9,0,9.5,24.5,0
108,"서울","2018-06-29",24.7,7.67,1.5,78.5,993.1,8.4,0,7.3,26.6,0
108,"서울","2018-06-30",24.4,4.33,0.9,83.8,999.6,0.5,0,9.1,24.7,0
108,"서울","2018-07-01",21.9,19.25,0.8,94.6,999.3,0,0,9.9,22.2,0
108,"서울","2018-07-02",22.6,21.58,0.7,95.4,997.5,0.1,0,9.6,23.5,0
108,"서울","2018-07-03",27.4,1.58,0.8,74.4,990.1,10.1,0,6,29.1,0
108,"서울","2018-07-04",27.3,0,1.7,69.6,988.1,8.4,0,7.1,30,0
108,"서울","2018-07-05",25.3,2.67,1.2,72.8,993.3,1.7,0,8.6,27,0
108,"서울","2018-07-06",23.9,0,1.8,57.8,998.2,2.6,0,8.5,27,0
108,"서울","2018-07-07",23.7,0,1.6,51.4,1000.3,0,0,3.6,30.9,0
108,"서울","2018-07-08",23.3,0,1.5,51.5,1002.4,9.5,0,7,29.8,0
108,"서울","2018-07-09",20.8,17.58,1.1,82.3,1004.9,0,0,9.9,22.4,0
108,"서울","2018-07-10",23.7,8.67,0.7,87.8,1004.4,0,0,9.8,23.9,0
108,"서울","2018-07-11",26.8,10.58,1.3,82.9,1004.9,0.1,0,9.6,26.9,0
108,"서울","2018-07-12",26.6,6.08,1.5,82.4,1003.4,1.1,0,7.5,27,0
108,"서울","2018-07-13",27.3,0,1.8,74.8,1002.4,7,0,6.4,28.9,0
108,"서울","2018-07-14",27.9,0.33,1.9,69.6,1001.4,11.3,0,5,30.6,0
108,"서울","2018-07-15",28.3,0,1.6,69.6,1002.3,11,0,2.6,32.6,0
108,"서울","2018-07-16",28.7,0,1.7,64.3,1002.4,12.9,0,0.4,33.4,0
108,"서울","2018-07-17",28.1,0,1.7,66.5,1002.2,13,0,1.3,34.3,0
108,"서울","2018-07-18",28.2,0,1.6,64.8,1001.9,13,0,0.8,34.2,0
108,"서울","2018-07-19",28.7,0,1.6,64.1,1001.1,12.9,0,0.1,35.6,0
108,"서울","2018-07-20",29.5,0,1.5,62.6,999.4,12.9,0,0.4,35.7,0
108,"서울","2018-07-21",30.6,0,1.5,53.6,999,12.9,0,0.3,36.1,0
108,"서울","2018-07-22",31.8,0,1.4,49.6,998.6,12.2,0,3.5,37.3,0
108,"서울","2018-07-23",31.7,0,1.8,53.8,999,8,0,7.9,37.1,0
108,"서울","2018-07-24",31.4,0,1.6,59.5,997.4,10.2,0,4.4,35.8,0
108,"서울","2018-07-25",30.1,0,2.4,66.3,997.5,5.2,0,6.3,36.1,0
108,"서울","2018-07-26",30.1,0,1.5,68.8,997.5,4.4,0,5.8,32.7,0
108,"서울","2018-07-27",30.9,0,1.9,69.3,997.2,9.3,0,2.3,36.2,0
108,"서울","2018-07-28",29.5,1.83,1.2,77.1,996.1,3.4,0,5.5,30.1,0
108,"서울","2018-07-29",31.3,0,1.2,52.4,994.2,12.3,0,2.4,32.2,0
108,"서울","2018-07-30",31.7,0,1.2,50.9,994.3,11,0,3.1,34,0
108,"서울","2018-07-31",32.6,0,1.5,50.5,994.7,12,0,2.8,38.8,0
108,"서울","2018-08-01",33.6,0,1.7,55.5,993.4,12.6,0,0.8,40.1,0
108,"서울","2018-08-02",33.7,0,1.6,54.4,995.6,9.8,0,4,36.8,0
108,"서울","2018-08-03",33.1,0,1.9,55.3,997.4,10.5,0,1,39.3,0
108,"서울","2018-08-04",31.1,0,2.4,60.6,998.2,12.1,0,3.4,37.8,0
108,"서울","2018-08-05",30,2.5,2.6,71.8,997.6,10.1,0,6.5,34.9,0
108,"서울","2018-08-06",30.5,3.83,1.6,71.6,996.8,7.3,0,7.6,31.4,0
108,"서울","2018-08-07",30.5,0,1.5,63.4,997.2,8.5,0,3.6,29.7,0
108,"서울","2018-08-08",31,0,2.1,64.8,996.8,10.8,0,3,35.5,0
108,"서울","2018-08-09",28.8,3.5,1.5,76.3,994.5,2.6,0,7.3,32.5,0
108,"서울","2018-08-10",30.7,0,1.4,60.9,993.6,11.4,0,3.5,32.7,0
108,"서울","2018-08-11",31,0,1.5,55.8,995.3,11.5,0,2.9,36.3,0
108,"서울","2018-08-12",30.6,2,1.5,61.3,997.4,8.4,0,6.5,34.7,0
108,"서울","2018-08-13",30.5,1.58,1.4,68.6,1000.4,6.3,0,7.3,29.9,0
108,"서울","2018-08-14",31.7,0,1.3,58.3,1000,9.5,0,6.9,34.7,0
108,"서울","2018-08-15",31.7,0.92,1.2,59.5,997.3,9.5,0,6.4,34,0
108,"서울","2018-08-16",29.9,0,1.7,51,999.6,11,0,3.3,35.5,0
108,"서울","2018-08-17",27.2,0,1.8,39.8,1002.4,12.4,0,0,34.6,0
108,"서울","2018-08-18",26.7,0,1.4,44.6,1001.1,10.9,0,5,34.1,0
108,"서울","2018-08-19",28.2,0,1.2,50.6,999.8,7.9,0,7.9,34.4,0
108,"서울","2018-08-20",29.1,0.33,2,55.6,995.3,6,0,8.4,32.7,0
108,"서울","2018-08-21",26.6,6.5,2.5,71.4,993.9,6.8,0,6.3,27,0
108,"서울","2018-08-22",30.7,0,1.1,54.1,994.7,10.5,0,4.5,34.6,0
108,"서울","2018-08-23",29.4,9.42,1.7,59.1,990.2,1.7,0,9.5,31.5,0
108,"서울","2018-08-24",24.4,16.25,2.5,86.3,987.5,0,0,9.6,24.7,0
108,"서울","2018-08-25",25.2,0,2.6,68,999.2,7.2,0,7,25.6,0
108,"서울","2018-08-26",23.2,4.67,1.2,70,1002,5.1,0,6.4,24.3,0
108,"서울","2018-08-27",22.7,15.17,0.8,91,1001.6,0,0,8.9,24.4,0
108,"서울","2018-08-28",23.7,12.92,0.9,92.4,1001.5,0,0,9,24.4,0
108,"서울","2018-08-29",25.2,10.92,2.4,86,999.1,0.1,0,10,24.8,0
108,"서울","2018-08-30",25.3,6.25,1.8,80.9,999.2,1.9,0,9.4,25.8,0
108,"서울","2018-08-31",25.6,5.08,1.6,67.4,1000.3,10.1,0,4.5,27.2,0
108,"서울","2018-09-01",25.5,0,1.3,59.4,1001.5,10.6,0,1.5,26.5,0
108,"서울","2018-09-02",25.1,0,1.5,55.8,999.2,9.2,0,5.5,28.4,0
108,"서울","2018-09-03",23.3,10.83,1,85.3,991.9,0,0,9.8,24.3,0
108,"서울","2018-09-04",23.2,0,2.2,69.4,988,11,0,5.1,24,0
108,"서울","2018-09-05",24,0,2.5,63.5,992.9,11.8,0,1.9,24.8,0
108,"서울","2018-09-06",24.1,0.75,2,69.9,994.2,2.2,0,7.9,24.7,0
108,"서울","2018-09-07",22,1.58,2.5,54.6,995.7,10.9,0,4.9,23.3,0
108,"서울","2018-09-08",21.7,0,1.7,48.8,1003.5,11.7,0,0.3,24.5,0
108,"서울","2018-09-09",22.2,0,1.2,49,1006.4,9.9,0,1.4,26.4,0
108,"서울","2018-09-10",22.9,0,1.6,49.5,1010.6,10.3,0,2.4,26.2,0
108,"서울","2018-09-11",21.6,0,1.5,48.1,1010.8,8.4,0,7.5,24.5,0
108,"서울","2018-09-12",22.8,0,1.4,52,1008.1,11.3,0,4.1,26.8,0
108,"서울","2018-09-13",23.5,0,1.2,63.5,1007,5,0,7.9,27.2,0
108,"서울","2018-09-14",23.5,1.75,1.3,66.9,1005.6,1.6,0,8.3,25.4,0
108,"서울","2018-09-15",23.3,4.75,1,76,1004.4,0.8,0,9.8,24,0
